post_id,published_date,platform,topic,content_type,text,sentiment_score,sentiment_label,reach,likes,comments,shares,saves,engagement_rate
932,2026-08-11,Facebook,fintech,video,clear financial education for fintech #fintech,1,Positive,1231,122,30,36,2,15.43
933,2026-06-03,TikTok,small business,carousel,trusted customer service for small business #smallbusiness,1,Positive,1978,103,42,23,32,10.11
934,2026-06-17,Instagram,fintech,short,customer feedback summary for fintech #fintech,0,Neutral,1909,50,39,20,8,6.13
935,2026-09-14,Instagram,fintech,carousel,trusted customer service for fintech #fintech,1,Positive,1804,144,26,20,16,11.42
936,2026-01-10,LinkedIn,ecommerce,short,expensive campaign loss for ecommerce #ecommerce,-2,Negative,997,29,22,13,5,6.92
937,2026-09-15,X,personal finance,video,weak engagement result for personal finance #personalfinance,-1,Negative,745,29,9,7,10,7.38
938,2026-05-30,LinkedIn,data analytics,carousel,weekly market note for data analytics #dataanalytics,0,Neutral,1153,98,27,20,5,13.01
939,2026-09-11,X,fintech,carousel,confusing user journey for fintech #fintech,-1,Negative,1044,35,15,25,2,7.38
940,2026-05-12,Facebook,ecommerce,short,clear financial education for ecommerce #ecommerce,1,Positive,1309,113,5,15,16,11.38
941,2026-08-24,X,data analytics,image,simple dashboard insights for data analytics #dataanalytics,1,Positive,813,58,17,13,9,11.93
942,2026-08-15,Facebook,data analytics,carousel,product feature overview for data analytics #dataanalytics,0,Neutral,1327,96,7,18,17,10.4
943,2026-04-30,Instagram,marketing,image,customer feedback summary for marketing #marketing,0,Neutral,1211,38,9,7,10,5.28
944,2026-02-07,LinkedIn,marketing,carousel,product feature overview for marketing #marketing,0,Neutral,1385,113,24,9,14,11.55
945,2026-06-27,LinkedIn,ecommerce,carousel,clear financial education for ecommerce #ecommerce,1,Positive,1374,45,10,6,10,5.17
946,2026-02-16,Instagram,marketing,image,clear financial education for marketing #marketing,1,Positive,1344,105,29,24,13,12.72
947,2026-02-21,X,marketing,text,smart data analytics for marketing #marketing,1,Positive,640,32,14,7,2,8.59
948,2026-06-15,LinkedIn,small business,image,customer feedback summary for small business #smallbusiness,0,Neutral,609,31,6,6,7,8.21
949,2026-06-02,Facebook,fintech,image,trusted customer service for fintech #fintech,1,Positive,921,53,13,16,15,10.53
950,2026-07-10,X,small business,text,slow support problem for small business #smallbusiness,-2,Negative,367,14,6,2,1,6.27
951,2026-06-02,LinkedIn,marketing,video,new campaign update for marketing #marketing,0,Neutral,1457,103,29,37,5,11.94
952,2026-08-20,X,data analytics,carousel,trusted customer service for data analytics #dataanalytics,1,Positive,1163,90,15,6,4,9.89
953,2026-05-23,LinkedIn,personal finance,video,weekly market note for personal finance #personalfinance,0,Neutral,1649,130,20,24,25,12.07
954,2026-08-11,Instagram,data analytics,image,slow support problem for data analytics #dataanalytics,-2,Negative,1003,44,10,19,15,8.77
955,2026-07-02,TikTok,fintech,short,weekly market note for fintech #fintech,0,Neutral,2032,121,20,25,24,9.35
956,2026-04-24,Facebook,small business,video,weekly market note for small business #smallbusiness,0,Neutral,1354,121,27,33,9,14.03
957,2026-02-17,Instagram,personal finance,text,weak engagement result for personal finance #personalfinance,-1,Negative,681,41,13,2,4,8.81
958,2026-09-13,LinkedIn,data analytics,text,risky payment delay for data analytics #dataanalytics,-1,Negative,729,50,13,3,2,9.33
959,2026-08-24,X,ecommerce,short,clear financial education for ecommerce #ecommerce,1,Positive,1157,41,24,14,16,8.21
960,2026-02-20,TikTok,mobile money,carousel,slow support problem for mobile money #mobilemoney,-2,Negative,2027,113,44,19,31,10.21
961,2026-08-06,LinkedIn,mobile money,video,fast mobile money growth for mobile money #mobilemoney,2,Positive,1863,94,10,20,5,6.92
962,2026-08-15,X,fintech,text,product feature overview for fintech #fintech,0,Neutral,688,23,6,2,8,5.67
963,2026-07-19,Instagram,ecommerce,short,smart data analytics for ecommerce #ecommerce,1,Positive,1611,161,26,15,5,12.85
964,2026-03-12,Facebook,small business,carousel,customer feedback summary for small business #smallbusiness,0,Neutral,1081,48,4,11,2,6.01
965,2026-05-05,X,mobile money,video,product feature overview for mobile money #mobilemoney,0,Neutral,846,63,5,15,9,10.87
966,2026-05-01,Instagram,data analytics,short,confusing user journey for data analytics #dataanalytics,-1,Negative,1673,40,27,30,23,7.17
967,2026-08-06,Facebook,fintech,image,smart data analytics for fintech #fintech,1,Positive,854,72,15,7,10,12.18
968,2026-05-19,Instagram,fintech,short,slow support problem for fintech #fintech,-2,Negative,1412,42,27,8,9,6.09
969,2026-02-25,X,personal finance,video,expensive campaign loss for personal finance #personalfinance,-2,Negative,951,22,12,22,5,6.41
970,2026-03-13,Instagram,small business,carousel,trusted customer service for small business #smallbusiness,1,Positive,1839,163,24,39,30,13.92
971,2026-04-19,LinkedIn,data analytics,carousel,confusing user journey for data analytics #dataanalytics,-1,Negative,874,51,20,17,10,11.21
972,2026-01-22,X,marketing,carousel,customer feedback summary for marketing #marketing,0,Neutral,1075,26,25,10,2,5.86
973,2026-08-31,Instagram,ecommerce,short,slow support problem for ecommerce #ecommerce,-2,Negative,1509,95,26,34,19,11.53
974,2026-08-24,LinkedIn,personal finance,carousel,simple dashboard insights for personal finance #personalfinance,1,Positive,847,57,13,15,3,10.39
975,2026-06-04,Facebook,marketing,image,fast mobile money growth for marketing #marketing,2,Positive,703,34,15,3,12,9.1
976,2026-04-20,X,mobile money,text,simple dashboard insights for mobile money #mobilemoney,1,Positive,475,47,7,5,2,12.84
977,2026-01-24,Facebook,personal finance,carousel,customer feedback summary for personal finance #personalfinance,0,Neutral,727,56,3,10,7,10.45
978,2026-08-08,Facebook,ecommerce,text,weekly market note for ecommerce #ecommerce,0,Neutral,439,36,4,1,5,10.48
979,2026-07-01,Instagram,ecommerce,text,smart data analytics for ecommerce #ecommerce,1,Positive,1027,91,23,9,4,12.37
980,2026-05-04,LinkedIn,mobile money,image,simple dashboard insights for mobile money #mobilemoney,1,Positive,1202,54,24,9,19,8.82
981,2026-09-05,Facebook,small business,short,simple dashboard insights for small business #smallbusiness,1,Positive,857,74,18,22,15,15.05
982,2026-02-26,Instagram,small business,text,fast mobile money growth for small business #smallbusiness,2,Positive,946,63,8,2,12,8.99
983,2026-09-13,Instagram,mobile money,short,weak engagement result for mobile money #mobilemoney,-1,Negative,1352,81,26,15,23,10.72
984,2026-09-01,TikTok,marketing,text,customer feedback summary for marketing #marketing,0,Neutral,1416,123,7,18,5,10.81
985,2026-03-02,LinkedIn,personal finance,short,confusing user journey for personal finance #personalfinance,-1,Negative,1020,59,13,26,17,11.27
986,2026-01-04,TikTok,ecommerce,video,confusing user journey for ecommerce #ecommerce,-1,Negative,1872,56,24,13,9,5.45
987,2026-05-05,X,ecommerce,carousel,simple dashboard insights for ecommerce #ecommerce,1,Positive,1077,100,19,24,5,13.74
988,2026-09-02,TikTok,data analytics,carousel,risky payment delay for data analytics #dataanalytics,-1,Negative,1317,80,10,21,20,9.95
989,2026-04-07,TikTok,data analytics,video,weekly market note for data analytics #dataanalytics,0,Neutral,2583,126,61,57,34,10.76
990,2026-04-04,X,marketing,text,fast mobile money growth for marketing #marketing,2,Positive,584,18,12,2,5,6.34
991,2026-02-01,Facebook,fintech,text,trusted customer service for fintech #fintech,1,Positive,854,67,15,8,13,12.06
992,2026-04-27,LinkedIn,fintech,short,smart data analytics for fintech #fintech,1,Positive,1299,38,23,21,6,6.77
993,2026-09-05,LinkedIn,mobile money,short,risky payment delay for mobile money #mobilemoney,-1,Negative,935,66,11,8,9,10.05
994,2026-01-02,TikTok,marketing,short,expensive campaign loss for marketing #marketing,-2,Negative,1806,112,23,21,10,9.19
995,2026-04-06,TikTok,marketing,text,customer feedback summary for marketing #marketing,0,Neutral,1024,44,24,5,11,8.2
996,2026-08-20,X,mobile money,image,confusing user journey for mobile money #mobilemoney,-1,Negative,680,20,14,9,7,7.35
997,2026-04-28,X,mobile money,text,confusing user journey for mobile money #mobilemoney,-1,Negative,609,33,8,8,8,9.36
998,2026-09-02,LinkedIn,data analytics,text,weekly market note for data analytics #dataanalytics,0,Neutral,460,29,4,1,2,7.83
999,2026-06-14,Instagram,personal finance,short,smart data analytics for personal finance #personalfinance,1,Positive,2041,212,26,10,5,12.4
1000,2026-05-31,Instagram,fintech,text,smart data analytics for fintech #fintech,1,Positive,834,44,8,2,13,8.03
1001,2026-02-26,X,ecommerce,short,clear financial education for ecommerce #ecommerce,1,Positive,941,76,9,7,14,11.26
1002,2026-08-19,LinkedIn,mobile money,carousel,clear financial education for mobile money #mobilemoney,1,Positive,1015,71,13,18,12,11.23
1003,2026-03-27,TikTok,mobile money,image,smart data analytics for mobile money #mobilemoney,1,Positive,1895,153,21,22,13,11.03
1004,2026-02-02,Facebook,personal finance,video,clear financial education for personal finance #personalfinance,1,Positive,1717,84,34,35,19,10.02
1005,2026-06-09,TikTok,marketing,short,customer feedback summary for marketing #marketing,0,Neutral,2102,151,44,37,25,12.23
1006,2026-02-06,Instagram,ecommerce,short,trusted customer service for ecommerce #ecommerce,1,Positive,1994,151,27,14,9,10.08
1007,2026-07-06,Facebook,small business,image,expensive campaign loss for small business #smallbusiness,-2,Negative,724,26,10,7,6,6.77
1008,2026-08-11,TikTok,mobile money,image,confusing user journey for mobile money #mobilemoney,-1,Negative,1207,55,28,12,7,8.45
1009,2026-05-26,X,personal finance,video,clear financial education for personal finance #personalfinance,1,Positive,1118,64,13,13,7,8.68
1010,2026-02-11,Facebook,mobile money,video,slow support problem for mobile money #mobilemoney,-2,Negative,999,41,5,13,4,6.31
1011,2026-02-19,X,personal finance,image,clear financial education for personal finance #personalfinance,1,Positive,1165,34,23,18,7,7.04
1012,2026-01-14,TikTok,data analytics,video,simple dashboard insights for data analytics #dataanalytics,1,Positive,2880,179,70,39,32,11.11
1013,2026-09-11,Facebook,small business,carousel,simple dashboard insights for small business #smallbusiness,1,Positive,1558,60,16,32,25,8.54
1014,2026-07-14,LinkedIn,fintech,text,product feature overview for fintech #fintech,0,Neutral,930,56,4,13,7,8.6
1015,2026-08-19,Facebook,mobile money,image,smart data analytics for mobile money #mobilemoney,1,Positive,1096,113,6,15,2,12.41
1016,2026-04-12,TikTok,ecommerce,short,simple dashboard insights for ecommerce #ecommerce,1,Positive,2414,109,46,44,12,8.74
1017,2026-01-30,Instagram,data analytics,text,new campaign update for data analytics #dataanalytics,0,Neutral,1168,67,24,3,8,8.73
1018,2026-04-19,LinkedIn,fintech,carousel,smart data analytics for fintech #fintech,1,Positive,973,97,17,7,4,12.85
1019,2026-02-09,TikTok,fintech,short,weak engagement result for fintech #fintech,-1,Negative,1718,91,32,44,30,11.47
1020,2026-03-29,LinkedIn,marketing,short,trusted customer service for marketing #marketing,1,Positive,1658,67,8,21,10,6.39
1021,2026-08-29,Facebook,fintech,video,smart data analytics for fintech #fintech,1,Positive,1645,127,9,44,5,11.25
1022,2026-01-03,TikTok,marketing,short,expensive campaign loss for marketing #marketing,-2,Negative,1767,106,13,32,27,10.07
1023,2026-01-18,Facebook,data analytics,video,brand awareness post for data analytics #dataanalytics,0,Neutral,1274,77,11,37,10,10.6
1024,2026-02-21,LinkedIn,mobile money,carousel,expensive campaign loss for mobile money #mobilemoney,-2,Negative,986,30,8,21,15,7.51
1025,2026-07-17,X,data analytics,carousel,trusted customer service for data analytics #dataanalytics,1,Positive,1019,36,8,12,16,7.07
1026,2026-02-15,LinkedIn,fintech,text,weak engagement result for fintech #fintech,-1,Negative,507,23,6,1,5,6.9
1027,2026-08-29,X,personal finance,carousel,slow support problem for personal finance #personalfinance,-2,Negative,159,9,2,2,1,8.81
1028,2026-02-19,Facebook,fintech,short,clear financial education for fintech #fintech,1,Positive,1449,145,28,9,8,13.11
1029,2026-01-17,Instagram,ecommerce,image,slow support problem for ecommerce #ecommerce,-2,Negative,995,67,17,18,10,11.26
1030,2026-08-27,LinkedIn,marketing,image,new campaign update for marketing #marketing,0,Neutral,742,35,10,9,4,7.82
1031,2026-02-27,LinkedIn,small business,video,confusing user journey for small business #smallbusiness,-1,Negative,868,22,6,7,4,4.49
1032,2026-07-27,X,fintech,image,clear financial education for fintech #fintech,1,Positive,654,58,9,6,10,12.69
1033,2026-07-20,X,marketing,carousel,smart data analytics for marketing #marketing,1,Positive,1228,63,15,17,15,8.96
1034,2026-02-24,Instagram,data analytics,carousel,weak engagement result for data analytics #dataanalytics,-1,Negative,1353,42,31,12,19,7.69
1035,2026-01-29,LinkedIn,data analytics,image,expensive campaign loss for data analytics #dataanalytics,-2,Negative,569,30,13,6,4,9.31
1036,2026-07-29,LinkedIn,mobile money,image,smart data analytics for mobile money #mobilemoney,1,Positive,1002,37,21,18,11,8.68
1037,2026-04-17,LinkedIn,data analytics,image,expensive campaign loss for data analytics #dataanalytics,-2,Negative,641,31,15,3,5,8.42
1038,2026-01-27,X,marketing,text,weekly market note for marketing #marketing,0,Neutral,543,31,3,4,2,7.37
1039,2026-07-04,TikTok,marketing,video,weak engagement result for marketing #marketing,-1,Negative,1635,55,26,17,27,7.65
1040,2026-08-29,LinkedIn,data analytics,text,clear financial education for data analytics #dataanalytics,1,Positive,1102,93,23,4,7,11.52
1041,2026-06-19,X,ecommerce,text,risky payment delay for ecommerce #ecommerce,-1,Negative,306,9,6,4,3,7.19
1042,2026-03-17,X,mobile money,short,expensive campaign loss for mobile money #mobilemoney,-2,Negative,1038,43,23,8,18,8.86
1043,2026-07-19,X,personal finance,text,trusted customer service for personal finance #personalfinance,1,Positive,691,56,11,5,8,11.58
1044,2026-01-09,Instagram,data analytics,carousel,smart data analytics for data analytics #dataanalytics,1,Positive,1674,177,41,26,26,16.13
1045,2026-05-01,X,fintech,image,simple dashboard insights for fintech #fintech,1,Positive,749,28,15,10,1,7.21
1046,2026-06-20,Facebook,mobile money,text,clear financial education for mobile money #mobilemoney,1,Positive,732,29,4,8,4,6.15
1047,2026-05-04,X,marketing,video,product feature overview for marketing #marketing,0,Neutral,1139,99,21,18,14,13.35
1048,2026-07-17,TikTok,data analytics,carousel,expensive campaign loss for data analytics #dataanalytics,-2,Negative,1878,45,16,19,25,5.59
1049,2026-06-05,Facebook,mobile money,text,customer feedback summary for mobile money #mobilemoney,0,Neutral,252,8,2,2,2,5.56
1050,2026-04-22,Facebook,personal finance,short,fast mobile money growth for personal finance #personalfinance,2,Positive,1449,70,28,37,4,9.59
1051,2026-06-20,TikTok,personal finance,short,fast mobile money growth for personal finance #personalfinance,2,Positive,2707,216,30,42,8,10.93
1052,2026-04-12,LinkedIn,small business,short,expensive campaign loss for small business #smallbusiness,-2,Negative,1419,92,11,24,19,10.29
1053,2026-02-28,X,marketing,carousel,brand awareness post for marketing #marketing,0,Neutral,759,58,11,12,13,12.38
1054,2026-07-16,Facebook,marketing,short,slow support problem for marketing #marketing,-2,Negative,1063,52,20,19,3,8.84
1055,2026-08-20,LinkedIn,ecommerce,carousel,weak engagement result for ecommerce #ecommerce,-1,Negative,1101,57,19,17,13,9.63
